data1,data2
0xFC,0xFFC5E6
0xFC,0xFFCCB7
0xFC,0xFFD3B0
0xFC,0xFFDAE1
0xFD,0xFFE1F2
0xFD,0xFFE97A
0xFE,0xFFF0BD
0xFF,0xFFF889
0x00,0x00008D
0x01,0x00087D
0x02,0x0010E5
0x03,0x00191C
0x04,0x0020CD
0x05,0x0028F4
0x06,0x00312C
0x06,0x0038BD
0x07,0x00409D
0x07,0x004796
0x07,0x004F0C
0x07,0x00557A
0x06,0x005CAA
0x06,0x0062F2
0x05,0x006960
0x04,0x006FA3
0x03,0x00755E
0x01,0x007B0E
0x00,0x0080A6
0xFF,0x0086C8
0xFE,0x008C37
0xFD,0x009223
0xFC,0x009797
0xFB,0x009DB5
0xFA,0x00A35C
0xFA,0x00A975
0xF9,0x00AF28
0xF9,0x00B500
0xF9,0x00BAEE
0xF9,0x00C0DE
0xF8,0x00C5E1
0xF8,0x00CBBD
0xF9,0x00D01F
0xF9,0x00D4DC
0xF9,0x00D896
0xF9,0x00DBE1
0xF9,0x00DE8A
0xF9,0x00E042
0xF9,0x00E191
0xF9,0x00E1D9
0xFA,0x00E129
0xFA,0x00E034
0xFA,0x00DDA7
0xFB,0x00DAEC
0xFB,0x00D728
0xFB,0x00D29E
0xFC,0x00CD77
0xFD,0x00C7F1
0xFD,0x00C110
0xFE,0x00BAD2
0xFE,0x00B367
0xFF,0x00ABE1
0x00,0x00A482
0x00,0x009CE8
0x00,0x00956F
0x01,0x008D87
0x01,0x00868E
0x01,0x007EA8
0x01,0x007803
0x01,0x0070C2
0x01,0x006A03
0x00,0x006398
0x00,0x005D12
0x00,0x005738
0xFF,0x005081
0xFF,0x004AE8
0xFF,0x0044D0
0xFF,0x003F32
0xFF,0x00393E
0xFF,0x0033AA
0xFF,0x002E1D
0xFF,0x0028AD
0xFF,0x002342
0x00,0x001DDC
0x00,0x00188B
0x00,0x00139E
0x00,0x000EAB
0x01,0x0009EA
0x01,0x000588
0x01,0x000164
0x01,0xFFFD2E
0x01,0xFFF9E0
0x01,0xFFF6D7
0x01,0xFFF457
0x00,0xFFF1D4
0x00,0xFFEF58
0x00,0xFFED76
0xFF,0xFFEC25
0xFF,0xFFEA1B
0xFE,0xFFE928
0xFE,0xFFE7E6
0xFD,0xFFE74E
0xFD,0xFFE6A5
0xFC,0xFFE639
0xFC,0xFFE655
0xFC,0xFFE65F
0xFB,0xFFE6CF
0xFB,0xFFE7CE
0xFB,0xFFE8C3
0xFB,0xFFEA31
0xFB,0xFFEBCC
0xFB,0xFFED56
0xFB,0xFFEF9E
0xFB,0xFFF1B6
0xFC,0xFFF46F
0xFC,0xFFF631
0xFC,0xFFF968
0xFD,0xFFFB9E
0xFD,0xFFFEC1
0xFE,0x000124
0xFF,0x000421
0xFF,0x000689
0x00,0x00090C
0x00,0x000B4E
0x01,0x000D5A
0x01,0x000F26
0x02,0x00106B
0x02,0x0011DE
0x02,0x001300
0x02,0x001441
0x02,0x00145B
0x02,0x001645
0x02,0x001702
0x02,0x001817
0x01,0x0018FE
0x01,0x001A7D
0x00,0x001C31
0xFF,0x001D78
0xFF,0x001FF9
0xFE,0x00216C
0xFD,0x002491
0xFD,0x0026B3
0xFC,0x0029C6
0xFB,0x002C9B
0xFB,0x002F8E
0xFB,0x003308
0xFA,0x00361B
0xFA,0x003A01
0xFA,0x003D7A
0xFA,0x0040DE
0xFB,0x0044AD
0xFB,0x0047A2
0xFB,0x004B58
0xFC,0x004DF7
0xFD,0x00510C
0xFD,0x005372
0xFE,0x0055DB
0xFF,0x0057E1
0xFF,0x005992
0x00,0x005BAD
0x01,0x005D0E
0x02,0x005EC4
0x02,0x005F7A
0x03,0x006097
0x03,0x0060FC
0x04,0x006110
0x04,0x00613A
0x04,0x0060CA
0x04,0x006043
0x04,0x005F76
0x04,0x005E77
0x04,0x005D04
0x03,0x005BC5
0x03,0x005A13
0x03,0x0057FF
0x02,0x005615
0x02,0x00538C
0x02,0x0050B8
0x01,0x004D96
0x01,0x004A85
0x01,0x0046DC
0x01,0x0042D0
0x01,0x003E83
0x01,0x0039D5
0x01,0x00350E
0x01,0x002FA8
0x01,0x002A8B
0x01,0x002508
0x01,0x001F08
0x01,0x00193A
0x01,0x0012E3
0x01,0x000CC3
0x01,0x0005EC
0x01,0xFFFF90
0x00,0xFFF940
0x00,0xFFF27F
0x00,0xFFEC33
0xFF,0xFFE5B0
0xFF,0xFFDFA4
0xFE,0xFFD9B6
0xFE,0xFFD3C2
0xFE,0xFFCE33
0xFD,0xFFC962
0xFD,0xFFC4D5
0xFD,0xFFC01A
0xFC,0xFFBC8F
0xFC,0xFFB8DD
0xFC,0xFFB6FF
0xFC,0xFFB416
0xFD,0xFFB2DB
0xFD,0xFFB15A
0xFD,0xFFB1A2
0xFD,0xFFB103
0xFE,0xFFB236
0xFE,0xFFB283
0xFE,0xFFB4F9
0xFE,0xFFB61C
0xFF,0xFFB923
0xFF,0xFFBB9A
0xFF,0xFFBFE0
0xFF,0xFFC2C3
0xFE,0xFFC746
0xFE,0xFFCC47
0xFE,0xFFD0C9
0xFE,0xFFD6B9
0xFE,0xFFDCD1
0xFD,0xFFE37E
0xFD,0xFFEAB3
0xFD,0xFFF251
0xFD,0xFFFA25
0xFD,0x000300
0xFD,0x000B04
0xFD,0x001453
0xFD,0x001D54
0xFD,0x00263B
0xFD,0x00300B
0xFE,0x0038A3
0xFE,0x004227
0xFF,0x004B6C
0xFF,0x005384
0x00,0x005CA6
0x00,0x006441
0x01,0x006C37
0x01,0x00732C
0x01,0x0079EB
0x02,0x008069
0x02,0x008595
0x02,0x008A84
0x03,0x008F60
0x03,0x009280
0x03,0x0095D1
0x03,0x0097E7
0x03,0x0099F3
0x03,0x009A7A
0x03,0x009AD6
0x03,0x009ACA
0x03,0x009A2B
0x04,0x0098FE
0x04,0x00976B
0x04,0x0095A3
0x04,0x009336
0x04,0x00901D
0x04,0x008DA7
0x04,0x008A1F
0x04,0x00869C
0x04,0x00831A
0x03,0x007FD1
0x03,0x007C1F
0x03,0x0078E4
0x03,0x0074F4
0x03,0x007237
0x03,0x006E87
0x02,0x006B74
0x02,0x00685F
0x02,0x006518
0x01,0x0061E3
0x01,0x005F6A
0x01,0x005C09
0x00,0x0059F3
0x00,0x0056BC
0xFF,0x0054A5
0xFF,0x005211
0xFF,0x004F4A
0xFE,0x004CEE
0xFE,0x004A61
0xFE,0x0047EB
0xFE,0x0044BC
0xFE,0x00421F
0xFE,0x003EF8
0xFE,0x003C29
0xFE,0x0038C8
0xFE,0x00356C
0xFF,0x0031C0
0xFF,0x002E47
0xFF,0x002A61
0xFF,0x0026D7
0x00,0x002310
0x00,0x001F94
0x00,0x001BDC
0x00,0x00185F
0x00,0x0014B9
0x00,0x001164
0x00,0x000DBC
0x00,0x000ACB
0x00,0x00075A
0x00,0x0004B1
0x00,0x00014E
0xFF,0xFFFE3D
0xFF,0xFFFBFE
0xFF,0xFFF908
0xFF,0xFFF65D
0xFF,0xFFF445
0xFE,0xFFF1C2
0xFE,0xFFF006
0xFE,0xFFEDCA
0xFF,0xFFEC2F
0xFF,0xFFEAA3
0xFF,0xFFE915
0xFF,0xFFE7B4
0xFF,0xFFE68B
0x00,0xFFE51B
0x00,0xFFE44D
0x00,0xFFE37A
0x00,0xFFE30B
0x00,0xFFE281
0x00,0xFFE2A5
0x00,0xFFE2DF
0xFF,0xFFE386
0xFF,0xFFE3F4
0xFE,0xFFE532
0xFE,0xFFE65B
0xFE,0xFFE83B
0xFD,0xFFEA19
0xFD,0xFFECB7
0xFC,0xFFEE41
0xFC,0xFFF142
0xFC,0xFFF366
0xFD,0xFFF66D
0xFD,0xFFF920
0xFE,0xFFFC31
0xFE,0xFFFEC9
0xFF,0x00017E
0x00,0x000469
0x01,0x0006B3
0x03,0x000980
0x04,0x000BFF
0x05,0x000E9D
0x05,0x0010C9
0x06,0x0012AB
0x07,0x0014B3
0x07,0x001617
0x07,0x0017F7
0x06,0x0018C1
0x05,0x0019F1
0x05,0x001AA1
0x03,0x001B68
0x02,0x001BBC
0x01,0x001B92
0xFF,0x001C49
0xFD,0x001B9E
0xFC,0x001B68
0xFB,0x001A81
0xF9,0x001998
0xF8,0x001867
0xF8,0x0017BC
0xF7,0x001611
0xF7,0x001568
0xF7,0x001398
0xF8,0x0012F2
0xF9,0x001233
0xF9,0x00118C
0xFB,0x001158
0xFC,0x001130
0xFD,0x0011A4
0xFE,0x00126F
0x00,0x001380
0x01,0x0015AC
0x02,0x001776
0x03,0x001A21
0x03,0x001D7E
0x04,0x0020B7
0x04,0x00249F
0x04,0x0028E8
0x04,0x002D92
0x03,0x0031B8
0x03,0x0036B3
0x02,0x003BC7
0x01,0x00406F
0x00,0x00459A
0xFF,0x004A35
0xFF,0x004F7E
0xFE,0x00539E
0xFD,0x005887
0xFD,0x005C91
0xFC,0x006077
0xFC,0x0064F6
0xFC,0x00683F
0xFC,0x006C3D
0xFD,0x006F5E
0xFD,0x00730C
0xFE,0x0075CD
0xFF,0x007946
0x00,0x007C17
0x01,0x007F28
0x02,0x008176
0x02,0x0083DB
0x03,0x00868E
0x03,0x0088FA
0x04,0x008B28
0x04,0x008CDC
0x04,0x008F5A
0x04,0x009092
0x03,0x00927A
0x03,0x009310
0x02,0x009494
0x01,0x0094C0
0x00,0x009597
0xFF,0x009532
0xFE,0x0094FA
0xFD,0x009407
0xFC,0x0092AE
0xFC,0x009130
0xFC,0x008E57
0xFB,0x008CB6
0xFB,0x008845
0xFC,0x008587
0xFC,0x008116
0xFC,0x007D40
0xFD,0x00781B
0xFE,0x007302
0xFE,0x006D1E
0xFF,0x00679F
0x00,0x006148
0x00,0x005B84
0x01,0x005419
0x01,0x004E7F
0x01,0x0046A1
0x00,0x004053
0x00,0x003978
0xFF,0x003203
0xFF,0x002BBE
0xFE,0x00248F
0xFD,0x001DE9
0xFC,0x001732
0xFB,0x0010DF
0xFA,0x000A35
0xF9,0x0003F4
0xF8,0xFFFE85
0xF8,0xFFF8AF
0xF7,0xFFF390
0xF7,0xFFEE6B
0xF7,0xFFE9DA
0xF8,0xFFE59C
0xF8,0xFFE148
0xF9,0xFFDDCE
0xF9,0xFFDA4D
0xFA,0xFFD742
0xFB,0xFFD4C3
0xFC,0xFFD2B9
0xFD,0xFFD142
0xFE,0xFFD006
0xFF,0xFFCF09
0x00,0xFFCEA7
0x01,0xFFCE49
0x02,0xFFCEA7
0x02,0xFFCEE3
0x03,0xFFD04F
0x04,0xFFD136
0x04,0xFFD275
0x04,0xFFD4DD
0x04,0xFFD67F
0x04,0xFFD913
0x04,0xFFDBCA
0x04,0xFFDE9F
0x04,0xFFE1F0
0x04,0xFFE50F
0x04,0xFFE8E5
0x04,0xFFECC3
0x03,0xFFF11A
0x03,0xFFF55E
0x03,0xFFFA06
0x03,0xFFFEB5
0x02,0x000338
0x02,0x000889
0x02,0x000D58
0x02,0x0012E5
0x02,0x00174C
0x02,0x001D4C
0x02,0x0021EF
0x02,0x002768
0x02,0x002C4F
0x02,0x0030B7
0x02,0x0035AA
0x03,0x0039A4
0x03,0x003E35
0x03,0x0041BF
0x03,0x00459A
0x03,0x0048AD
0x03,0x004B9A
0x03,0x004E93
0x03,0x0050FE
0x03,0x00530C
0x03,0x005544
0x03,0x0056D8
0x02,0x005914
0x02,0x005A69
0x02,0x005C67
0x02,0x005DAB
0x01,0x00601F
0x01,0x006196
0x01,0x0063B7
0x01,0x00651C
0x01,0x0067C1
0x01,0x00695A
0x01,0x006B60
0x01,0x006D30
0x01,0x006E8B
0x01,0x006FF1
0x01,0x0070E0
0x01,0x0071A3
0x02,0x00719D
0x02,0x007168
0x02,0x007071
0x02,0x006F4E
0x02,0x006D36
0x02,0x006B2C
0x02,0x006798
0x02,0x006461
0x01,0x006049
0x01,0x005C09
0x01,0x005766
0x00,0x00532A
0x00,0x004D84
0x00,0x0049AA
0xFF,0x0044B7
0xFF,0x0040BB
0xFF,0x003C0B
0xFF,0x00389F
0xFF,0x0034F6
0xFF,0x00326F
0xFF,0x002F5E
0xFF,0x002DD0
0xFF,0x002B22
0xFF,0x002A45
0xFF,0x002807
0x00,0x0027FD
0x00,0x002691
0xFF,0x002675
0xFF,0x002546
0xFF,0x002596
0xFF,0x002449
0xFE,0x0023F3
0xFE,0x002259
0xFD,0x0021CC
0xFD,0x00208D
0xFC,0x001E9B
0xFC,0x001D86
0xFC,0x001B5E
0xFC,0x001A3B
0xFC,0x001801
0xFD,0x001657
0xFD,0x00142D
0xFE,0x001255
0xFF,0x00107F
0x00,0x000EE5
0x02,0x000D62
0x03,0x000BB6
0x04,0x000A7D
0x06,0x000918
0x07,0x000877
0x08,0x00079E
0x09,0x0007B0
0x0A,0x0006E7
0x0A,0x0006E5
0x0A,0x0006F5
0x0A,0x00074A
0x09,0x000764
0x08,0x000724
0x07,0x000798
0x06,0x0007C4
0x05,0x00073E
0x04,0x000700
0x02,0x000661
0x01,0x0005FF
0x00,0x000463
0xFE,0x00034A
0xFD,0x0001B4
0xFD,0x000071
0xFC,0xFFFF26
0xFB,0xFFFE1F
0xFB,0xFFFC67
0xFB,0xFFFC19
0xFB,0xFFFB01
0xFB,0xFFFB18
0xFB,0xFFFAB9
0xFB,0xFFFB54
0xFB,0xFFFBDE
0xFC,0xFFFCD1
0xFC,0xFFFE3F
0xFC,0xFFFFA2
0xFD,0x000164
0xFD,0x00034E
0xFD,0x0005D8
0xFD,0x0007A4
0xFD,0x000AB9
0xFE,0x000D4C
0xFE,0x000FC6
0xFE,0x001249
0xFE,0x00154A
0xFE,0x0017D6
0xFE,0x001A8F
0xFF,0x001CFA
0xFF,0x001F40
0xFF,0x00218A
0xFF,0x002392
0x00,0x0025E9
0x00,0x0027CE
0x00,0x002A3B
0x01,0x002CAB
0x01,0x002EC3
0x01,0x0031D1
0x02,0x00345F
0x02,0x0037A8
0x02,0x003A95
0x02,0x003DD3
0x02,0x0040C0
0x02,0x004455
0x02,0x00475A
0x02,0x004ABC
0x01,0x004DE1
0x01,0x0051D3
0x00,0x0054E0
0x00,0x0058CC
0xFF,0x005BFB
0xFE,0x005FB9
0xFE,0x0062E0
0xFD,0x0065C9
0xFC,0x006997
0xFC,0x006AC2
0xFB,0x006D93
0xFB,0x006F34
0xFB,0x007090
0xFA,0x007160
0xFA,0x0071CB
0xFA,0x007182
0xFA,0x0070DA
0xFA,0x006FE1
0xFB,0x006DFF
0xFB,0x006BE1
0xFC,0x0068E4
0xFC,0x006574
0xFD,0x00619A
0xFD,0x005D04
0xFE,0x005819
0xFF,0x0052C6
0xFF,0x004CA1
0x00,0x004736
0x01,0x004045
0x01,0x003AC1
0x02,0x0033AE
0x02,0x002D40
0x03,0x0026DE
0x03,0x00206D
0x03,0x001A07
0x03,0x0013FB
0x03,0x000E3D
0x03,0x00080F
0x02,0x0002FE
0x02,0xFFFD4E
0x01,0xFFF843
0x01,0xFFF342
0x00,0xFFEEBD
0x00,0xFFEA97
0xFF,0xFFE673
0xFE,0xFFE283
0xFE,0xFFDF40
0xFD,0xFFDBCA
0xFD,0xFFD905
0xFD,0xFFD606
0xFD,0xFFD3C6
0xFD,0xFFD170
0xFD,0xFFD000
0xFD,0xFFCD88
0xFE,0xFFCD07
0xFE,0xFFCB3C
0xFF,0xFFCAD7
0x00,0xFFC9D0
0x01,0xFFC9F4
0x01,0xFFC933
0x02,0xFFCA22
0x02,0xFFCA45
0x03,0xFFCB9A
0x03,0xFFCCD5
0x03,0xFFCEBD
0x03,0xFFD05B
0x03,0xFFD2D3
0x03,0xFFD56E
0x02,0xFFD867
0x02,0xFFDB80
0x01,0xFFDEB1
0x00,0xFFE239
0x00,0xFFE5CC
0xFF,0xFFE9E2
0xFE,0xFFEDE8
0xFE,0xFFF1FE
0xFE,0xFFF72E
0xFD,0xFFFB8E
0xFD,0x0000C5
0xFD,0x0005D4
0xFD,0x000B04
0xFD,0x00109D
0xFE,0x00162F
0xFE,0x001BF1
0xFE,0x0021EB
0xFF,0x0027D6
0xFF,0x002DA4
0xFF,0x0033B8
0x00,0x0039F3
0x00,0x003F9A
0x00,0x0045BB
0x00,0x004BE7
0x00,0x00523D
0x00,0x00582D
0x00,0x005DEF
0x00,0x006411
0x00,0x0069F3
0x00,0x006FD9
0xFF,0x0075BB
0xFF,0x007BAD
0xFF,0x0081DD
0xFF,0x00881D
0xFE,0x008DDF
0xFE,0x009457
0xFE,0x0099F1
0xFE,0x00A068
0xFD,0x00A589
0xFD,0x00ABB3
0xFD,0x00B080
0xFD,0x00B5DF
0xFD,0x00B9DB
0xFC,0x00BE7A
0xFC,0x00C171
0xFC,0x00C4E8
0xFC,0x00C69C
0xFB,0x00C833
0xFB,0x00C807
0xFB,0x00C838
0xFB,0x00C6B2
0xFA,0x00C4CE
0xFA,0x00C193
0xFA,0x00BDA1
0xFA,0x00B94D
0xFA,0x00B4BC
0xFA,0x00AE64
0xFB,0x00A8A4
0xFB,0x00A243
0xFB,0x009B81
0xFB,0x00950C
0xFB,0x008E27
0xFC,0x008738
0xFC,0x008080
0xFC,0x0079E1
0xFD,0x00735A
0xFD,0x006C75
0xFD,0x0066BA
0xFD,0x00602B
0xFE,0x005A61
0xFE,0x0054FE
0xFE,0x004F28
0xFE,0x004A3F
0xFE,0x004489
0xFE,0x004015
0xFE,0x003AEE
0xFF,0x003776
0xFF,0x00325B
0xFF,0x002EC1
0xFF,0x002AFA
0xFF,0x002752
0x00,0x0023C4
0x00,0x0020C7
0x01,0x001D78
0x01,0x001B46
0x01,0x0018DB
0x02,0x0016AB
0x02,0x001572
0x02,0x001469
0x03,0x0012ED
0x03,0x0012A9
0x03,0x0011BC
0x03,0x001140
0x03,0x0010F8
0x03,0x0010FC
0x02,0x0010A7
0x02,0x001079
0x01,0x001061
0x01,0x000FE4
0x00,0x00102F
0x00,0x000FDA
0xFF,0x000F32
0xFE,0x000EBD
0xFE,0x000E65
0xFD,0x000CD5
0xFD,0x000C3D
0xFC,0x000A3B
0xFC,0x000879
0xFB,0x000601
0xFB,0x00043D
0xFB,0x000178
0xFB,0xFFFF4C
0xFB,0xFFFC91
0xFB,0xFFFA9D
0xFA,0xFFF7C4
0xFA,0xFFF647
0xFA,0xFFF3DC
0xFA,0xFFF316
0xFA,0xFFF0E5
0xFA,0xFFF0DB
0xFA,0xFFEFA2
0xFA,0xFFF023
0xFA,0xFFEF9C
0xFA,0xFFF08B
0xFB,0xFFF112
0xFB,0xFFF2BD
0xFB,0xFFF451
0xFB,0xFFF66B
0xFB,0xFFF86B
0xFC,0xFFFC07
0xFC,0xFFFDDA
0xFC,0x0001A6
0xFD,0x000413
0xFE,0x0007A8
0xFE,0x000AEF
0xFF,0x000E11
0x00,0x001180
0x01,0x0014DD
0x01,0x001798
0x02,0x001B10
0x03,0x001D1C
0x03,0x001FF9
0x04,0x002211
0x04,0x0023D0
0x04,0x0024F6
0x05,0x002596
0x04,0x00263F
0x04,0x0025A6
0x04,0x002590
0x03,0x002463
0x03,0x002384
0x02,0x00220B
0x01,0x0020FE
0x00,0x001F4E
0xFF,0x001DAA
0xFF,0x001C53
0xFE,0x001AB7
0xFE,0x0019AA
0xFE,0x001859
0xFE,0x0017E0
0xFE,0x001710
0xFF,0x0016CD
0x00,0x00164F
0x00,0x00160D
0x01,0x0015AE
0x03,0x0015C6
0x04,0x0015A6
0x05,0x0014F8
0x06,0x0014EE
0x06,0x001471
0x07,0x001433
0x07,0x00130C
0x07,0x001225
0x07,0x001138
0x07,0x000FD6
0x06,0x000F36
0x05,0x000DB0
0x04,0x000CF6
0x02,0x000B46
0x01,0x000B7E
0xFF,0x0009E8
0xFE,0x000A19
0xFD,0x0008BF
0xFC,0x00094E
0xFB,0x000954
0xFA,0x000994
0xFA,0x0009FD
0xFA,0x000B0A
0xFA,0x000C29
0xFA,0x000D9C
0xFB,0x000F90
0xFC,0x0010FE
0xFD,0x00139A
0xFE,0x001473
0xFF,0x0017A2
0x00,0x001938
0x01,0x001BC0
0x02,0x001DA4
0x02,0x002063
0x03,0x002259
0x03,0x002530
0x03,0x002748
0x03,0x0029F7
0x03,0x002C29
0x03,0x002F2E
0x02,0x003120
0x02,0x003403
0x02,0x003695
0x01,0x00390C
0x01,0x003AFE
0x00,0x003DD1
0x00,0x003FC3
0x00,0x00425D
0x00,0x0044A1
0x00,0x0046EE
0x00,0x00490E
0x01,0x004B04
0x01,0x004DC3
0x01,0x004F5C
0x02,0x005287
0x02,0x005405
0x02,0x0056F2
0x02,0x005930
0x03,0x005B46
0x03,0x005DC1
0x03,0x006025
0x03,0x0062AE
0x03,0x00653A
0x02,0x0066DE
0x02,0x006999
0x02,0x006B6C
0x01,0x006DC3
0x01,0x006FE7
0x00,0x007217
0x00,0x0073D1
0xFF,0x0075F7
0xFE,0x00770E
0xFE,0x0078B6
0xFD,0x007AFE
0xFC,0x007BCD
0xFC,0x007D28
0xFC,0x007E2F
0xFB,0x007E71
0xFB,0x007F1E
0xFB,0x007ECC
0xFB,0x007F00
0xFB,0x007E5D
0xFC,0x007D91
0xFC,0x007C59
0xFD,0x007B52
0xFD,0x0079DD
0xFE,0x00782D
0xFF,0x0075E1
0x00,0x0073B3
0x00,0x007186
0x01,0x006E73
0x01,0x006BDB
0x02,0x006821
0x02,0x00653C
0x02,0x0060EC
0x02,0x005CF2
0x02,0x005817
0x01,0x0052EC
0x00,0x004D8C
0x00,0x0047E5
0xFF,0x004156
0xFE,0x003B18
0xFE,0x0033B6
0xFD,0x002C8B
0xFD,0x0024CD
0xFC,0x001D0A
0xFC,0x00150E
0xFC,0x000D18
0xFD,0x00056C
0xFD,0xFFFD46
0xFE,0xFFF5C2
0xFE,0xFFEE45
0xFF,0xFFE738
0x00,0xFFE093
0x01,0xFFDAA9
0x02,0xFFD443
0x03,0xFFD008
0x03,0xFFCA9F
0x04,0xFFC6BF
0x04,0xFFC33D
0x04,0xFFC097
0x04,0xFFBDE2
0x03,0xFFBC38
0x03,0xFFBAE3
0x02,0xFFBA2E
0x02,0xFFB9C2
0x01,0xFFBA61
0x00,0xFFBAB9
0x00,0xFFBC26
0xFF,0xFFBD82
0xFF,0xFFBF7C
0xFE,0xFFC15E
0xFE,0xFFC3E4
0xFE,0xFFC6CD
0xFE,0xFFC9A2
0xFF,0xFFCCA5
0xFF,0xFFD081
0xFF,0xFFD3A4
0x00,0xFFD7D4
0x00,0xFFDB46
0x01,0xFFDF76
0x01,0xFFE3B8
0x02,0xFFE7D6
0x02,0xFFEBBC
0x02,0xFFF075
0x02,0xFFF40D
0x02,0xFFF86D
0x02,0xFFFB86
0x01,0xFFFFFA
0x01,0x0002A3
0x01,0x000605
0x00,0x000934
0x00,0x000B54
0x00,0x000DE8
0xFF,0x000F72
0xFF,0x00118C
0xFF,0x001241
0xFF,0x0013CC
0xFF,0x001499
0xFF,0x00153C
0xFF,0x00159C
0xFF,0x0015B6
0x00,0x00168B
0x00,0x001685
0x01,0x00166D
0x01,0x001754
0x02,0x0017DA
0x02,0x00187B
0x03,0x00195C
0x03,0x001A03
0x04,0x001B44
0x04,0x001C3F
0x04,0x001DA0
0x04,0x001E33
0x04,0x001F7A
0x04,0x001FD8
0x04,0x0020D9
0x04,0x00214E
0x03,0x0021AE
0x03,0x0021DC
0x02,0x0021D8
0x02,0x0021A0
0x01,0x00216C
0x00,0x0020CD
0x00,0x002043
0xFF,0x001FC0
0xFF,0x001F38
0xFE,0x001F5E
0xFE,0x001F50
0xFD,0x001FB8
0xFD,0x00202F
0xFD,0x0021D8
0xFD,0x002392
0xFC,0x002582
0xFD,0x002867
0xFD,0x002B8A
0xFD,0x002F02
0xFD,0x003291
0xFD,0x00369F
0xFE,0x003B42
0xFE,0x003F2C
0xFE,0x0043E7
0xFF,0x00483D
0xFF,0x004D0E
0x00,0x00510E
0x00,0x0054E4
0x00,0x0058AE
0x01,0x005C15
0x01,0x005F0C
0x01,0x00619E
0x01,0x006483
0x01,0x0066B8
0x01,0x006940
0x01,0x006B3C
0x01,0x006D8E
0x01,0x006F18
0x01,0x00710E
0x01,0x007386
0x00,0x00756C
0x00,0x007752
0x00,0x007916
0xFF,0x007AD8
0xFF,0x007CB4
0xFE,0x007E1D
0xFE,0x007F93
0xFD,0x0080C2
0xFD,0x00817A
0xFC,0x0082D2
0xFB,0x008326
0xFB,0x00837A
0xFA,0x008381
0xF9,0x0083CF
0xF9,0x00830E
0xF8,0x0082E0
0xF8,0x00817E
0xF7,0x008073
0xF7,0x007ECC
0xF7,0x007CCE
0xF6,0x007AA4
0xF6,0x0078A2
0xF6,0x00760B
0xF6,0x00738A
0xF7,0x0070A4
0xF7,0x006E13
0xF7,0x006B22
0xF8,0x006920
0xF8,0x00666B
0xF9,0x00642B
0xFA,0x006239
0xFB,0x0060CE
0xFC,0x005F2C
0xFD,0x005DB3
0xFE,0x005D32
0xFE,0x005C3F
0xFF,0x005C13
0x00,0x005C55
0x01,0x005C45
0x02,0x005D32
0x02,0x005D5A
0x03,0x005E5D
0x03,0x005FA7
0x04,0x00606B
0x04,0x006166
0x04,0x006203
0x04,0x006330
0x04,0x006342
0x04,0x00638C
0x04,0x006352
0x03,0x006306
0x03,0x0061F3
0x02,0x006190
0x02,0x005F90
0x01,0x005EC0
0x00,0x005C87
0x00,0x005AA5
0xFF,0x00582B
0xFE,0x0055B5
0xFE,0x005324
0xFD,0x005059
0xFD,0x004D72
0xFD,0x004A7D
0xFC,0x004724
0xFC,0x004441
0xFC,0x004031
0xFC,0x003DCD
0xFD,0x003968
0xFD,0x003623
0xFD,0x0031F7
0xFE,0x002E4B
0xFF,0x002ABF
0xFF,0x0026C1
0x00,0x0022B3
0x00,0x001EA7
0x01,0x001A3F
0x01,0x00160D
0x02,0x001112
0x02,0x000D10
0x02,0x000845
0x02,0x00042D
0x02,0xFFFF90
0x02,0xFFFB8C
0x02,0xFFF710
0x02,0xFFF314
0x01,0xFFEF74
0x01,0xFFEB66
0x01,0xFFE81D
0x00,0xFFE493
0x00,0xFFE1BC
0xFF,0xFFDE2F
0xFF,0xFFDBCA
0xFE,0xFFD8BF
0xFE,0xFFD620
0xFE,0xFFD3FC
0xFE,0xFFD15E
0xFE,0xFFCF96
0xFE,0xFFCE12
0xFE,0xFFCC65
0xFE,0xFFCB44
0xFF,0xFFCA10
0xFF,0xFFC933
0x00,0xFFC889
0x00,0xFFC818
0x01,0xFFC820
0x01,0xFFC80A
0x02,0xFFC800
0x02,0xFFC95E
0x02,0xFFC91B
0x03,0xFFCA7B
0x03,0xFFCB82
0x03,0xFFCD05
0x02,0xFFCE8D
0x02,0xFFD095
0x02,0xFFD2AF
0x01,0xFFD58E
0x01,0xFFD6EF
0x00,0xFFDAA3
0xFF,0xFFDC99
0xFF,0xFFDF64
0xFE,0xFFE231
0xFD,0xFFE4D1
0xFD,0xFFE796
0xFC,0xFFEA75
0xFC,0xFFECC1
0xFC,0xFFEF72
0xFC,0xFFF132
0xFB,0xFFF471
0xFC,0xFFF5D0
0xFC,0xFFF811
0xFC,0xFFF97C
0xFC,0xFFFBDA
0xFC,0xFFFCD7
0xFD,0xFFFE95
0xFD,0xFFFF98
0xFE,0x00018E
0xFE,0x000273
0xFF,0x000459
0xFF,0x0005BA
0x00,0x00081F
0x00,0x000A05
0x01,0x000C5F
0x01,0x000EAD
0x01,0x0011E6
0x01,0x00140D
0x02,0x00175E
0x02,0x001A37
0x02,0x001E0B
0x01,0x0020EC
0x01,0x00250E
0x01,0x002895
0x01,0x002C97
0x00,0x00300B
0x00,0x00344D
0x00,0x003837
0xFF,0x003CF0
0xFF,0x0040DC
0xFF,0x004530
0xFF,0x004934
0xFF,0x004DAA
0xFF,0x0051AE
0xFF,0x0055F5
0xFF,0x0059FB
0xFF,0x005E01
0x00,0x0061C1
