data1,data2
0xF9,0xFE4441
0xF9,0xFE423D
0xFA,0xFE4045
0xFA,0xFE3E6B
0xFB,0xFE3BE9
0xFC,0xFE38DA
0xFD,0xFE35D5
0xFD,0xFE31A6
0xFE,0xFE2D26
0xFF,0xFE283F
0x00,0xFE2306
0x01,0xFE1E0F
0x02,0xFE1855
0x02,0xFE139E
0x03,0xFE0F26
0x03,0xFE0B0A
0x04,0xFE083B
0x04,0xFE05FF
0x04,0xFE04A1
0x04,0xFE0469
0x04,0xFE04ED
0x04,0xFE0651
0x03,0xFE084F
0x03,0xFE0A83
0x02,0xFE0D62
0x02,0xFE1023
0x01,0xFE125D
0x00,0xFE144B
0x00,0xFE1546
0xFF,0xFE155E
0xFF,0xFE146F
0xFE,0xFE1289
0xFE,0xFE0F5E
0xFE,0xFE0B42
0xFE,0xFE0653
0xFE,0xFE00FB
0xFE,0xFDFB2A
0xFE,0xFDF4ED
0xFE,0xFDEF0F
0xFE,0xFDE990
0xFF,0xFDE4A3
0xFF,0xFDE0FB
0xFF,0xFDDE9B
0x00,0xFDDDA2
0x00,0xFDDDA0
0x01,0xFDDF15
0x01,0xFDE1B2
0x01,0xFDE578
0x02,0xFDE9C6
0x02,0xFDEF84
0x02,0xFDF510
0x02,0xFDFA85
0x02,0xFDFFEE
0x02,0xFE047D
0x02,0xFE084D
0x02,0xFE0B48
0x02,0xFE0CAF
0x02,0xFE0D64
0x02,0xFE0C5F
0x01,0xFE0A6D
0x01,0xFE0786
0x01,0xFE03E2
0x01,0xFDFF78
0x00,0xFDFB32
0x00,0xFDF661
0x00,0xFDF25D
0x00,0xFDEEF1
0xFF,0xFDEC8B
0xFF,0xFDEAEF
0xFF,0xFDEAAD
0xFF,0xFDEC0A
0xFF,0xFDEF3E
0xFF,0xFDF3A2
0xFF,0xFDF960
0xFF,0xFE009B
0xFF,0xFE09F8
0xFF,0xFE1453
0x00,0xFE1F68
0x00,0xFE2BA6
0x00,0xFE38F2
0x00,0xFE470E
0x00,0xFE55B3
0x00,0xFE6530
0x00,0xFE74A0
0x00,0xFE8554
0xFF,0xFE966B
0xFF,0xFEA866
0xFF,0xFEBB55
0xFE,0xFECE7E
0xFE,0xFEE31C
0xFE,0xFEF8AE
0xFD,0xFF0F97
0xFD,0xFF2793
0xFD,0xFF3FE8
0xFC,0xFF5977
0xFC,0xFF73FA
0xFC,0xFF8EF7
0xFC,0xFFAA14
0xFC,0xFFC5CA
0xFD,0xFFE093
0xFD,0xFFFB2E
0xFE,0x0014E7
0xFE,0x002D74
0xFF,0x0044BC
0x00,0x005A35
0x01,0x006DDB
0x01,0x007FBF
0x02,0x008FBD
0x03,0x009DA3
0x04,0x00A98F
0x04,0x00B40D
0x05,0x00BCD2
0x05,0x00C478
0x06,0x00CAC2
0x06,0x00D0DA
0x06,0x00D640
0x06,0x00DB7D
0x05,0x00E10A
0x05,0x00E72B
0x05,0x00EDB7
0x04,0x00F535
0x04,0x00FD3F
0x03,0x0105ED
0x03,0x010F95
0x02,0x011981
0x02,0x012468
0x01,0x012F6D
0x01,0x013A84
0x01,0x01452F
0x00,0x014F9B
0x00,0x0159F2
0x00,0x016323
0x00,0x016C1C
0x00,0x0173BE
0x00,0x017AD3
0xFF,0x0180D3
0xFF,0x0185CA
0xFF,0x018A18
0xFF,0x018DCA
0xFF,0x019107
0xFF,0x0193B0
0xFE,0x0196A1
0xFE,0x0198F3
0xFE,0x019B92
0xFE,0x019EDD
0xFE,0x01A1A0
0xFE,0x01A574
0xFE,0x01A917
0xFE,0x01AD8A
0xFF,0x01B1F6
0xFF,0x01B707
0xFF,0x01BC3A
0xFF,0x01C180
0xFF,0x01C73A
0xFF,0x01CC7D
0xFF,0x01D194
0xFF,0x01D673
0xFF,0x01DAE5
0xFF,0x01DF2E
0xFE,0x01E2DD
0xFE,0x01E5BA
0xFE,0x01E8AF
0xFD,0x01EAB3
0xFD,0x01ECD9
0xFC,0x01EE21
0xFC,0x01EF9A
0xFC,0x01F089
0xFB,0x01F12A
0xFB,0x01F1E0
0xFB,0x01F249
0xFB,0x01F2AD
0xFB,0x01F32C
0xFC,0x01F3C2
0xFC,0x01F4CB
0xFC,0x01F568
0xFC,0x01F590
0xFD,0x01F687
0xFD,0x01F6E9
0xFD,0x01F7BE
0xFD,0x01F821
0xFE,0x01F869
0xFE,0x01F8B7
0xFE,0x01F94E
0xFE,0x01F9BA
0xFE,0x01FA5B
0xFE,0x01FAF1
0xFF,0x01FB6C
0xFF,0x01FC29
0x00,0x01FCEB
0x00,0x01FDDE
0x01,0x01FED9
0x01,0x01FF3A
0x02,0x02001D
0x02,0x02006D
0x03,0x020025
0x03,0x020033
0x04,0x01FEC1
0x04,0x01FCF7
0x04,0x01FA67
0x04,0x01F6A3
0x04,0x01F21D
0x04,0x01EC29
0x04,0x01E4F7
0x03,0x01DC9F
0x03,0x01D2F7
0x02,0x01C7DC
0x01,0x01BC53
0x01,0x01AEFF
0x00,0x01A16A
0xFF,0x0192F7
0xFF,0x018394
0xFF,0x017476
0xFF,0x0164F3
0xFF,0x0154FB
0xFF,0x0145E4
0xFF,0x013666
0xFF,0x0127B5
0x00,0x0119B1
0x00,0x010C2A
0x01,0x00FF7B
0x01,0x00F36B
0x01,0x00E7EF
0x01,0x00DD47
0x01,0x00D359
0x01,0x00C9D1
0x01,0x00C0F6
0x00,0x00B8DA
0xFF,0x00B124
0xFF,0x00AA15
0xFE,0x00A3B1
0xFD,0x009E0D
0xFC,0x0098EA
0xFB,0x00947E
0xFA,0x0090E2
0xFA,0x008DD3
0xF9,0x008BD7
0xF9,0x008A15
0xF9,0x008972
0xF9,0x00894A
0xF9,0x0089CF
0xFA,0x008B06
0xFB,0x008CE6
0xFB,0x008F3A
0xFC,0x0091E5
0xFD,0x0094D4
0xFE,0x009853
0xFF,0x009C07
0x00,0x009F9B
0x00,0x00A3BF
0x01,0x00A7ED
0x01,0x00AC2B
0x01,0x00B122
0x01,0x00B68A
0x01,0x00BC80
0x01,0x00C2F2
0x01,0x00C9C7
0x00,0x00D19B
0x00,0x00DA52
0xFF,0x00E36B
0xFF,0x00ED61
0xFF,0x00F801
0xFE,0x01027E
0xFE,0x010DE3
0xFF,0x011937
0xFF,0x0124B8
0xFF,0x012F7B
0x00,0x013A70
0x01,0x01443A
0x02,0x014D77
0x02,0x0155C0
0x03,0x015D29
0x04,0x0163D2
0x04,0x016953
0x05,0x016DB2
0x05,0x01714F
0x05,0x01746A
0x04,0x017630
0x04,0x0177D4
0x03,0x017876
0x02,0x01791F
0x01,0x017905
0x00,0x0178CB
0xFF,0x0177FE
0xFE,0x017689
0xFD,0x0174FB
0xFD,0x0172DF
0xFC,0x016FAC
0xFC,0x016C0A
0xFC,0x01673B
0xFC,0x016133
0xFC,0x015A32
0xFD,0x0152C9
0xFE,0x014953
0xFE,0x013F77
0xFF,0x013478
0x00,0x0128CE
0x01,0x011C88
0x01,0x010F8F
0x01,0x0102A8
0x01,0x00F609
0x01,0x00E989
0x01,0x00DD63
0x00,0x00D1C1
0xFF,0x00C6C4
0xFE,0x00BC74
0xFC,0x00B2B8
0xFB,0x00A9D7
0xFA,0x00A1CF
0xF9,0x0099D3
0xF8,0x009225
0xF7,0x008B20
0xF7,0x0083FD
0xF6,0x007CE8
0xF7,0x007538
0xF7,0x006D9F
0xF8,0x006598
0xF9,0x005D26
0xFB,0x00546B
0xFC,0x004BC5
0xFE,0x004308
0x00,0x003A0B
0x02,0x003198
0x03,0x0029C0
0x05,0x00221F
0x06,0x001BED
0x07,0x001667
0x08,0x0011F1
0x08,0x000EA7
0x08,0x000CC9
0x08,0x000BD4
0x07,0x000C01
0x06,0x000D5A
0x05,0x000F96
0x04,0x0011BA
0x02,0x00145D
0x00,0x0016F0
0xFF,0x001895
0xFD,0x001940
0xFC,0x0018BF
0xFB,0x001726
0xFA,0x001388
0xF9,0x000E43
0xF9,0x000732
0xF8,0xFFFE83
0xF8,0xFFF447
0xF9,0xFFE821
0xF9,0xFFDB76
0xF9,0xFFCD94
0xFA,0xFFBF21
0xFB,0xFFB099
0xFB,0xFFA1B2
0xFC,0xFF92FF
0xFC,0xFF84E3
0xFD,0xFF773F
0xFD,0xFF69E8
0xFD,0xFF5D65
0xFD,0xFF5123
0xFD,0xFF44FB
0xFD,0xFF38ED
0xFD,0xFF2C7E
0xFC,0xFF1F57
0xFC,0xFF113B
0xFC,0xFF0218
0xFB,0xFEF121
0xFB,0xFEDEBA
0xFB,0xFECAC2
0xFB,0xFEB4B8
0xFB,0xFE9D9D
0xFB,0xFE8534
0xFC,0xFE6B5A
0xFC,0xFE514A
0xFC,0xFE3734
0xFD,0xFE1D3C
0xFD,0xFE03D8
0xFE,0xFDEBEC
0xFE,0xFDD5C2
0xFE,0xFDC146
0xFF,0xFDAF03
0xFF,0xFD9F39
0xFE,0xFD9196
0xFE,0xFD8636
0xFE,0xFD7CC5
0xFE,0xFD7505
0xFD,0xFD6E74
0xFD,0xFD68F7
0xFD,0xFD641C
0xFC,0xFD5F05
0xFC,0xFD5A76
0xFC,0xFD54FF
0xFC,0xFD4F27
0xFB,0xFD4844
0xFC,0xFD4185
0xFC,0xFD39C5
0xFC,0xFD31F4
0xFC,0xFD2AA6
0xFD,0xFD235D
0xFD,0xFD1D85
0xFD,0xFD193D
0xFE,0xFD16C2
0xFE,0xFD16DA
0xFE,0xFD19AF
0xFE,0xFD1F8B
0xFE,0xFD2838
0xFE,0xFD3460
0xFE,0xFD42F9
0xFE,0xFD544E
0xFE,0xFD6765
0xFE,0xFD7BFA
0xFD,0xFD9212
0xFD,0xFDA85A
0xFC,0xFDBDEC
0xFC,0xFDD2F9
0xFC,0xFDE61A
0xFB,0xFDF6F5
0xFB,0xFE05B0
0xFB,0xFE118C
0xFA,0xFE1A13
0xFA,0xFE200F
0xFA,0xFE2340
0xFA,0xFE2340
0xFA,0xFE2198
0xFA,0xFE1DA2
0xFA,0xFE1881
0xFB,0xFE132C
0xFB,0xFE0D84
0xFC,0xFE0847
0xFC,0xFE04D9
0xFD,0xFE0243
0xFE,0xFE0279
0xFF,0xFE0530
0x00,0xFE0A39
0x00,0xFE11FF
0x01,0xFE1C43
0x02,0xFE287B
0x03,0xFE37AA
0x04,0xFE47A4
0x05,0xFE593A
0x05,0xFE6B8E
0x06,0xFE7E3D
0x06,0xFE911E
0x06,0xFEA300
0x06,0xFEB45A
0x05,0xFEC518
0x05,0xFED4AC
0x04,0xFEE2C6
0x03,0xFEF082
0x03,0xFEFCA0
0x02,0xFF08B8
0x01,0xFF1464
0x00,0xFF1FFE
0x00,0xFF2C94
0xFF,0xFF3969
0xFF,0xFF4812
0xFF,0xFF5830
0xFF,0xFF6993
0xFF,0xFF7D35
0x00,0xFF9273
0x00,0xFFA90B
0x01,0xFFC14A
0x02,0xFFDA7F
0x02,0xFFF493
0x03,0x000F70
0x04,0x002A03
0x04,0x00444B
0x05,0x005E75
0x05,0x007671
0x05,0x008E0D
0x05,0x00A40D
0x05,0x00B84A
0x04,0x00CB3D
0x04,0x00DC94
0x03,0x00ECAE
0x02,0x00FBAF
0x01,0x010A16
0x00,0x0117F0
0xFF,0x01259F
0xFE,0x013347
0xFD,0x01411F
0xFC,0x014F53
0xFB,0x015E40
0xFA,0x016DA8
0xFA,0x017D4B
0xFA,0x018DE2
0xFA,0x019E93
0xFA,0x01AF1B
0xFB,0x01BF82
0xFB,0x01CF6C
0xFC,0x01DE77
0xFD,0x01EC8B
0xFE,0x01F901
0xFF,0x020445
0x00,0x020E41
0x01,0x0215C6
0x02,0x021C4B
0x03,0x0220D9
0x04,0x022441
0x04,0x0226D8
0x05,0x022825
0x05,0x022895
0x05,0x022908
0x05,0x02293C
0x04,0x0229F7
0x04,0x022B7C
0x03,0x022C73
0x02,0x022EFC
0x02,0x0231F1
0x01,0x02359E
0x00,0x023A9D
0xFF,0x023FD1
0xFF,0x0245F9
0xFE,0x024C33
0xFD,0x02529D
0xFD,0x025978
0xFD,0x025F00
0xFD,0x026504
0xFD,0x026A35
0xFD,0x026DBB
0xFD,0x027083
0xFE,0x027223
0xFF,0x0271E3
0xFF,0x0270B0
0x00,0x026DD3
0x02,0x0268E6
0x03,0x02633C
0x04,0x025B22
0x05,0x025211
0x06,0x024790
0x08,0x023B18
0x09,0x022E31
0x0A,0x022003
0x0A,0x0210AF
0x0B,0x02008F
0x0B,0x01EF98
0x0B,0x01DE5D
0x0B,0x01CC55
0x0B,0x01BA67
0x0A,0x01A80C
0x09,0x01958A
0x08,0x018323
0x06,0x017088
0x04,0x015E18
0x03,0x014BC2
0x01,0x0139E4
0xFF,0x01279D
0xFD,0x0115A3
0xFC,0x0103B1
0xFA,0x00F17D
0xF9,0x00DFCD
0xF8,0x00CCF4
0xF8,0x00BA68
0xF8,0x00A765
0xF8,0x0093C1
0xF9,0x00801F
0xFA,0x006B9B
0xFB,0x005637
0xFC,0x00409F
0xFE,0x002AD3
0x00,0x001403
0x01,0xFFFD2E
0x03,0xFFE5CA
0x04,0xFFCED7
0x06,0xFFB80E
0x07,0xFFA18A
0x07,0xFF8BB8
0x08,0xFF770D
0x08,0xFF6339
0x08,0xFF50E3
0x07,0xFF4054
0x06,0xFF3131
0x04,0xFF23FE
0x03,0xFF1870
0x01,0xFF0F89
0xFF,0xFF07E9
0xFE,0xFF0252
0xFC,0xFEFE54
0xFA,0xFEFC0E
0xF9,0xFEFB4B
0xF7,0xFEFB2D
0xF6,0xFEFBB5
0xF6,0xFEFCF8
0xF5,0xFEFE68
0xF5,0xFEFFDF
0xF5,0xFF00B8
0xF6,0xFF00E2
0xF6,0xFF00B8
0xF7,0xFEFF39
0xF8,0xFEFD45
0xF9,0xFEFA3C
0xFA,0xFEF6A4
0xFC,0xFEF22C
0xFD,0xFEECE4
0xFE,0xFEE7D9
0xFF,0xFEE1D9
0x01,0xFEDC66
0x01,0xFED6A8
0x02,0xFED165
0x03,0xFECCF8
0x03,0xFEC92E
0x04,0xFEC668
0x04,0xFEC48A
0x04,0xFEC41F
0x04,0xFEC524
0x04,0xFEC761
0x04,0xFECAC0
0x04,0xFECF61
0x03,0xFED55D
0x03,0xFEDC13
0x02,0xFEE462
0x02,0xFEED55
0x01,0xFEF6FA
0x01,0xFF0165
0x01,0xFF0C4E
0x00,0xFF1783
0x00,0xFF22B0
0x00,0xFF2E30
0x00,0xFF38E9
0xFF,0xFF4395
0xFF,0xFF4D43
0xFF,0xFF55FC
0x00,0xFF5DE4
0x00,0xFF6472
0x00,0xFF69CC
0x00,0xFF6D91
0x00,0xFF702E
0x00,0xFF70D9
0x00,0xFF706E
0x00,0xFF6F0F
0x00,0xFF6C4A
0x00,0xFF6959
0xFF,0xFF65E4
0xFF,0xFF62AF
0xFE,0xFF6014
0xFD,0xFF5E12
0xFD,0xFF5E1A
0xFC,0xFF5F91
0xFB,0xFF63D4
0xFA,0xFF6ACF
0xFA,0xFF74BF
0xF9,0xFF8234
0xF8,0xFF92B3
0xF8,0xFFA693
0xF8,0xFFBDA8
0xF8,0xFFD7BE
0xF7,0xFFF427
0xF8,0x0012C3
0xF8,0x003310
0xF8,0x00546F
0xF9,0x0075F9
0xF9,0x00975A
0xFA,0x00B793
0xFA,0x00D698
0xFB,0x00F335
0xFC,0x010D63
0xFC,0x0124F1
0xFD,0x0139B5
0xFD,0x014B3B
0xFD,0x0159F2
0xFD,0x01669B
0xFD,0x0170D9
0xFD,0x0179A6
0xFC,0x018151
0xFC,0x0188A1
0xFC,0x019068
0xFB,0x0198D7
0xFB,0x01A2A7
0xFA,0x01AE6D
0xFA,0x01BC6D
0xFA,0x01CDC8
0xFA,0x01E188
0xFA,0x01F88B
0xFA,0x021223
0xFB,0x022DF7
0xFB,0x024CAB
0xFC,0x026BEF
0xFD,0x028D14
0xFE,0x02AE52
0xFF,0x02CF59
0x00,0x02EFF3
0x01,0x030F7D
0x02,0x032CB6
0x03,0x034822
0x04,0x036006
0x05,0x037547
0x06,0x03873B
0x06,0x03957C
0x06,0x03A083
0x06,0x03A840
0x06,0x03ACB7
0x05,0x03AEA1
0x04,0x03ADFA
0x03,0x03AAF7
0x02,0x03A689
0x01,0x03A048
0x00,0x039907
0xFF,0x0390EB
0xFE,0x0387F0
0xFD,0x037E9F
0xFD,0x037567
0xFC,0x036BC6
0xFC,0x036262
0xFC,0x035911
0xFC,0x034F93
0xFC,0x0345E6
0xFC,0x033C18
0xFD,0x03321E
0xFE,0x0327D5
0xFF,0x031CB8
0x00,0x0310B8
0x01,0x0303E9
0x02,0x02F670
0x03,0x02E7AD
0x03,0x02D81D
0x04,0x02C74B
0x05,0x02B5A9
0x05,0x02A30C
0x05,0x028F42
0x05,0x027AEA
0x05,0x0265E3
0x05,0x02504D
0x05,0x0239CF
0x04,0x02236C
0x04,0x020D26
0x03,0x01F6E7
0x02,0x01E156
0x01,0x01CC81
0x00,0x01B82E
0xFF,0x01A4E5
0xFE,0x0192EB
0xFD,0x018214
0xFC,0x017212
0xFB,0x016404
0xFB,0x015755
0xFA,0x014C32
0xF9,0x014260
0xF9,0x0139D4
0xF8,0x01324E
0xF8,0x012BC1
0xF7,0x01267E
0xF7,0x012133
0xF7,0x011C5C
0xF7,0x0116EF
0xF7,0x0111ED
0xF7,0x010C3C
0xF7,0x0105AD
0xF8,0x00FE28
0xF8,0x00F591
0xF8,0x00EBE9
0xF9,0x00E09C
0xFA,0x00D427
0xFA,0x00C631
0xFB,0x00B7A7
0xFC,0x00A773
0xFD,0x0096DE
0xFE,0x008524
0xFF,0x007374
0x00,0x006144
0x01,0x004EE4
0x02,0x003D28
0x03,0x002AB1
0x04,0x0019C4
0x04,0x000893
0x05,0xFFF815
0x06,0xFFE7BE
0x06,0xFFD7CC
0x06,0xFFC808
0x06,0xFFB7DC
0x06,0xFFA790
0x06,0xFF96A1
0x05,0xFF84A3
0x05,0xFF71BC
0x04,0xFF5D65
0x04,0xFF478B
0x03,0xFF2FF0
0x02,0xFF164C
0x02,0xFEFAA0
0x01,0xFEDD5F
0x01,0xFEBE6E
0x00,0xFE9D71
0x00,0xFE7B6C
0xFF,0xFE581B
0xFF,0xFE34AD
0xFF,0xFE109B
0xFF,0xFDECC1
0xFF,0xFDC9D4
0xFE,0xFDA762
0xFE,0xFD8652
0xFF,0xFD6787
0xFF,0xFD49C4
0xFF,0xFD2EC2
0xFF,0xFD15D7
0xFF,0xFCFF51
0xFF,0xFCEB1B
0xFF,0xFCD8E6
0xFF,0xFCC8F6
0xFF,0xFCBA70
0xFF,0xFCAD6D
0xFF,0xFCA20D
0xFF,0xFC9758
0xFF,0xFC8D3C
0xFF,0xFC838B
0xFF,0xFC7A2F
0xFF,0xFC70F0
0xFF,0xFC6736
0xFF,0xFC5CF4
0xFF,0xFC52BE
0xFF,0xFC482B
0xFF,0xFC3CFE
0xFF,0xFC3217
0xFF,0xFC26F0
0xFF,0xFC1BCE
0xFF,0xFC110A
0xFF,0xFC06AD
0xFF,0xFBFD76
0xFE,0xFBF4E1
0xFE,0xFBED88
0xFE,0xFBE72C
0xFE,0xFBE2B1
0xFE,0xFBDFF8
0xFE,0xFBDE85
0xFF,0xFBDF23
0xFF,0xFBE164
0xFF,0xFBE55A
0xFF,0xFBEBEE
0x00,0xFBF3AE
0x00,0xFBFD54
0x00,0xFC08AF
0x00,0xFC15B4
0x00,0xFC245D
0x00,0xFC34A9
0x00,0xFC462F
0x00,0xFC5946
0xFF,0xFC6DB9
0xFF,0xFC82F0
0xFF,0xFC9934
0xFE,0xFCB07C
0xFE,0xFCC898
0xFD,0xFCE145
0xFD,0xFCFA8A
0xFD,0xFD142C
0xFD,0xFD2DF6
0xFC,0xFD4799
0xFD,0xFD61A4
0xFD,0xFD7AF3
0xFD,0xFD9448
0xFD,0xFDACF7
0xFD,0xFDC4B7
0xFE,0xFDDBC0
0xFE,0xFDF1CA
0xFE,0xFE06F3
0xFF,0xFE1A71
0xFF,0xFE2CA3
0xFF,0xFE3D72
0xFF,0xFE4C77
0xFF,0xFE5AB4
0xFF,0xFE674E
0xFE,0xFE7247
0xFE,0xFE7BED
0xFE,0xFE8484
0xFD,0xFE8C2F
0xFD,0xFE9306
0xFD,0xFE9930
0xFD,0xFE9EF4
0xFD,0xFEA490
0xFD,0xFEA9C1
0xFD,0xFEAF52
0xFD,0xFEB53E
0xFE,0xFEBBA3
0xFE,0xFEC25C
0xFF,0xFEC997
0x00,0xFED10C
0x00,0xFED987
0x01,0xFEE230
0x02,0xFEEB73
0x02,0xFEF4CC
0x03,0xFEFE70
0x03,0xFF08FD
0x03,0xFF13A1
0x03,0xFF1E98
0x03,0xFF2A10
0x02,0xFF35C1
0x02,0xFF424C
0x01,0xFF4F9F
0x00,0xFF5D7D
0xFF,0xFF6C06
0xFE,0xFF7BBC
0xFD,0xFF8C77
0xFC,0xFF9E2C
0xFB,0xFFB135
0xFA,0xFFC4E7
0xF9,0xFFDA4D
0xF8,0xFFF04B
0xF8,0x00074A
0xF8,0x001E55
0xF8,0x00369D
0xF8,0x004F1C
0xF8,0x0067AF
0xF9,0x007FF9
0xFA,0x00989A
0xFA,0x00B0E4
0xFB,0x00C8BA
0xFC,0x00E030
0xFD,0x00F6C8
0xFE,0x010D55
0xFF,0x0122FF
0x00,0x01387A
0x01,0x014D67
0x01,0x016195
0x02,0x017620
0x02,0x0189DA
0x02,0x019D55
0x02,0x01B0D1
0x01,0x01C410
0x01,0x01D6AB
0x00,0x01E909
0x00,0x01FB10
0xFF,0x020CC1
0xFE,0x021D4A
0xFE,0x022DB6
0xFD,0x023D4E
0xFD,0x024B7E
0xFC,0x0258E8
0xFC,0x026580
0xFC,0x027154
0xFB,0x027C11
0xFB,0x0285D9
0xFB,0x028EAC
0xFB,0x0296C8
0xFB,0x029DFD
0xFC,0x02A490
0xFC,0x02AACE
0xFC,0x02AFE1
0xFC,0x02B4D6
0xFC,0x02B955
0xFC,0x02BD4F
0xFD,0x02C141
0xFD,0x02C48C
0xFD,0x02C797
0xFD,0x02CA40
0xFE,0x02CC96
0xFE,0x02CE0B
0xFF,0x02CFA3
0xFF,0x02D076
0x00,0x02D0DE
0x00,0x02D122
0x00,0x02D0C8
0x01,0x02CF8B
0x01,0x02CE7E
0x01,0x02CD4B
0x02,0x02CC64
0x02,0x02CA9E
0x02,0x02C9CB
0x02,0x02C81D
0x01,0x02C6DC
0x01,0x02C573
0x01,0x02C4D0
0x00,0x02C359
0x00,0x02C2C2
0xFF,0x02C1B5
0xFE,0x02C159
0xFE,0x02BFA7
0xFD,0x02BE48
0xFD,0x02BC54
0xFD,0x02B9F5
0xFC,0x02B680
0xFC,0x02B1F3
0xFC,0x02AC9C
0xFD,0x02A5C7
0xFD,0x029DFD
0xFD,0x02955E
0xFD,0x028BA7
0xFE,0x028108
0xFE,0x02759D
0xFF,0x0269FD
0xFF,0x025E01
0x00,0x0251C3
0x00,0x0245D9
0x00,0x023ABF
0x01,0x023015
0x01,0x0226BF
0x01,0x021E75
0x01,0x0217E9
0x01,0x0212DD
0x01,0x020F22
0x00,0x020D2A
0x00,0x020CA9
0x00,0x020C83
0xFF,0x020E57
0xFF,0x021093
0xFF,0x021352
0xFE,0x021605
0xFE,0x021887
0xFD,0x021AA5
0xFD,0x021C03
0xFC,0x021C23
0xFC,0x021B08
0xFB,0x021910
0xFB,0x0214F0
0xFB,0x020FDE
0xFA,0x0208FA
0xFA,0x0200EB
0xFA,0x01F7E6
0xFA,0x01EDB4
0xFA,0x01E358
0xFA,0x01D843
0xFA,0x01CD15
0xFA,0x01C26D
0xFB,0x01B71F
0xFB,0x01AD01
0xFC,0x01A349
0xFD,0x019A00
0xFD,0x0191BE
0xFE,0x01899E
0xFF,0x0181F0
0xFF,0x017B27
0x00,0x017442
0x01,0x016E02
0x01,0x0167C2
0x01,0x0160CF
0x02,0x015AC7
0x02,0x01537B
0x02,0x014C24
0x01,0x0144A0
0x01,0x013CE3
0x01,0x01348C
0x00,0x012C04
0xFF,0x01234B
0xFF,0x011AB8
0xFE,0x01117B
0xFD,0x010882
0xFC,0x00FFC3
0xFB,0x00F6A8
0xFB,0x00EDB1
0xFA,0x00E490
0xFA,0x00DB0A
0xF9,0x00D1DF
0xF9,0x00C7D1
0xF9,0x00BD8F
0xF9,0x00B334
0xFA,0x00A771
0xFA,0x009B75
0xFA,0x008EC8
0xFB,0x0080FE
0xFC,0x00728B
0xFD,0x00640B
0xFD,0x0054AB
0xFE,0x004568
0xFF,0x003598
0x00,0x00260D
0x00,0x0016F2
0x01,0x000835
0x01,0xFFFA8D
0x02,0xFFED32
0x02,0xFFE184
0x02,0xFFD68B
0x02,0xFFCCC7
0x02,0xFFC44F
0x02,0xFFBD25
0x02,0xFFB6BD
0x01,0xFFB17C
0x01,0xFFACC5
0x01,0xFFA832
0x00,0xFFA40A
0x00,0xFF9FCA
0xFF,0xFF9B39
0xFF,0xFF9628
0xFE,0xFF904E
0xFE,0xFF8977
0xFD,0xFF8220
0xFD,0xFF7992
0xFD,0xFF7038
0xFD,0xFF6616
0xFD,0xFF5B05
0xFD,0xFF4F35
0xFD,0xFF433D
0xFD,0xFF36DF
0xFD,0xFF2AA8
0xFD,0xFF1E78
0xFD,0xFF12F7
0xFE,0xFF0802
0xFE,0xFEFDB3
0xFE,0xFEF4C6
0xFE,0xFEEC8C
0xFE,0xFEE591
0xFF,0xFEDFD3
0xFF,0xFEDACE
0xFF,0xFED720
0xFE,0xFED474
0xFE,0xFED26A
0xFE,0xFED181
0xFE,0xFED11C
0xFE,0xFED15D
0xFD,0xFED1A7
0xFD,0xFED244
0xFD,0xFED32C
0xFD,0xFED498
0xFD,0xFED597
0xFC,0xFED6B0
0xFC,0xFED7E5
0xFC,0xFED896
0xFD,0xFED96D
0xFD,0xFED97B
0xFD,0xFED9E7
0xFD,0xFED9BF
0xFD,0xFED987
0xFE,0xFED93D
0xFE,0xFED829
0xFE,0xFED726
0xFE,0xFED59F
0xFE,0xFED3BD
0xFF,0xFED167
0xFF,0xFECF1C
0xFE,0xFECC42
0xFE,0xFEC8CE
0xFE,0xFEC506
0xFE,0xFEC14B
0xFE,0xFEBD69
0xFD,0xFEB8E6
0xFD,0xFEB4F2
0xFD,0xFEB0BE
0xFD,0xFEAD2C
0xFD,0xFEA985
0xFD,0xFEA698
0xFD,0xFEA45D
0xFD,0xFEA274
0xFD,0xFEA1B5
0xFE,0xFEA21B
0xFE,0xFEA302
0xFE,0xFEA4DA
0xFF,0xFEA7AB
0xFF,0xFEAB32
0x00,0xFEAF3E
0x00,0xFEB40D
0x01,0xFEB8B8
0x01,0xFEBDA7
0x01,0xFEC2BE
0x01,0xFEC773
0x01,0xFECBEF
0x01,0xFECFF7
0x01,0xFED2D6
0x01,0xFED547
0x01,0xFED72A
0x00,0xFED783
0x00,0xFED76B
0x00,0xFED670
0x00,0xFED494
0x00,0xFED215
0xFF,0xFECF41
0xFF,0xFECBFD
0x00,0xFEC89E
0x00,0xFEC46A
0x00,0xFEC136
0x00,0xFEBD81
0x00,0xFEBA76
0x01,0xFEB7DB
0x01,0xFEB660
0x02,0xFEB534
0x02,0xFEB4C8
0x02,0xFEB502
0x02,0xFEB63B
0x03,0xFEB878
0x03,0xFEBB22
0x03,0xFEBE74
0x03,0xFEC2AE
0x02,0xFEC75D
0x02,0xFECC46
0x02,0xFED1E7
0x02,0xFED757
0x01,0xFEDD9D
0x01,0xFEE357
0x01,0xFEE902
0x00,0xFEEEEC
0x00,0xFEF43E
0xFF,0xFEF961
0xFF,0xFEFEA6
0xFF,0xFF02E0
0xFE,0xFF079D
0xFE,0xFF0B71
0xFE,0xFF0F65
0xFE,0xFF1355
0xFE,0xFF16F1
0xFE,0xFF1AD2
0xFE,0xFF1E8A
0xFE,0xFF22E5
