data1,data2
0x02,0x00CCD6
0x01,0x00D81F
0x00,0x00E3A5
0xFF,0x00EEA4
0xFE,0x00F8F0
0xFD,0x0103C7
0xFD,0x010E28
0xFD,0x0118B8
0xFC,0x0122FF
0xFD,0x012D11
0xFD,0x013719
0xFD,0x014199
0xFE,0x014B67
0xFE,0x015559
0xFF,0x015EC5
0xFF,0x0167B6
0x00,0x017078
0x01,0x017899
0x01,0x017FF4
0x02,0x0186EB
0x02,0x018D21
0x03,0x0192B3
0x03,0x019792
0x03,0x019B6A
0x03,0x019F29
0x03,0x01A200
0x03,0x01A442
0x03,0x01A63C
0x02,0x01A7DC
0x02,0x01A958
0x01,0x01AA4A
0x01,0x01AAE9
0x00,0x01ABA2
0x00,0x01AC7B
0xFF,0x01AC97
0xFE,0x01AD37
0xFE,0x01AD80
0xFD,0x01AD0F
0xFC,0x01AD3D
0xFC,0x01ACAD
0xFB,0x01ABEC
0xFA,0x01AAB5
0xFA,0x01A89B
0xFA,0x01A656
0xF9,0x01A279
0xF9,0x019E58
0xF9,0x019937
0xF9,0x019313
0xF9,0x018C0A
0xF9,0x0183D0
0xF9,0x017B41
0xF9,0x01713B
0xF9,0x0166C5
0xF9,0x015B6B
0xF9,0x015020
0xF9,0x0143DC
0xF9,0x013789
0xF9,0x012ADB
0xF9,0x011E3A
0xF8,0x01121A
0xF8,0x0105FE
0xF8,0x00FA06
0xF8,0x00EEAE
0xF7,0x00E37D
0xF7,0x00D83E
0xF7,0x00CDDF
0xF7,0x00C2D0
0xF7,0x00B7E9
0xF7,0x00ACA8
0xF7,0x00A098
0xF7,0x009443
0xF7,0x0086BE
0xF8,0x00778B
0xF9,0x00676A
0xF9,0x0055A6
0xFA,0x00424B
0xFB,0x002D36
0xFC,0x00161D
0xFC,0xFFFE03
0xFD,0xFFE3A0
0xFE,0xFFC826
0xFE,0xFFAB07
0xFF,0xFF8D37
0xFF,0xFF6E5A
0xFF,0xFF4EED
0xFF,0xFF2F81
0xFF,0xFF0FFC
0xFF,0xFEF115
0xFE,0xFED33D
0xFE,0xFEB684
0xFD,0xFE9B0C
0xFC,0xFE81BD
0xFC,0xFE6A03
0xFB,0xFE541D
0xFA,0xFE4108
0xFA,0xFE2F56
0xF9,0xFE202F
0xF8,0xFE12F4
0xF8,0xFE079C
0xF7,0xFDFE43
0xF7,0xFDF669
0xF7,0xFDEFE2
0xF6,0xFDEAD1
0xF6,0xFDE681
0xF6,0xFDE2F1
0xF6,0xFDE045
0xF7,0xFDDD68
0xF7,0xFDDB21
0xF7,0xFDD93A
0xF8,0xFDD66B
0xF9,0xFDD479
0xF9,0xFDD28F
0xFA,0xFDD00C
0xFB,0xFDCE14
0xFC,0xFDCC34
0xFD,0xFDCA55
0xFD,0xFDC89D
0xFE,0xFDC7C4
0xFF,0xFDC788
0x00,0xFDC83B
0x00,0xFDC988
0x01,0xFDCBDA
0x01,0xFDCF7A
0x02,0xFDD479
0x02,0xFDDA5D
0x02,0xFDE176
0x02,0xFDE984
0x02,0xFDF35C
0x01,0xFDFDC0
0x01,0xFE09F8
0x00,0xFE16E5
0x00,0xFE24EC
0xFF,0xFE3433
0xFF,0xFE448D
0xFE,0xFE5609
0xFE,0xFE68A2
0xFD,0xFE7C29
0xFD,0xFE90CC
0xFD,0xFEA67A
0xFC,0xFEBD1C
0xFC,0xFED4A0
0xFC,0xFEED02
0xFC,0xFF05F9
0xFC,0xFF201C
0xFC,0xFF3AE1
0xFC,0xFF567E
0xFC,0xFF728A
0xFC,0xFF8F76
0xFC,0xFFAD11
0xFC,0xFFCAC9
0xFC,0xFFE97E
0xFC,0x0008C7
0xFC,0x00287F
0xFC,0x0048D0
0xFD,0x00699D
0xFD,0x008B5E
0xFD,0x00ADAF
0xFD,0x00D07A
0xFD,0x00F414
0xFD,0x011874
0xFD,0x013CFD
0xFD,0x016238
0xFE,0x0187CC
0xFE,0x01AD9C
0xFE,0x01D36E
0xFE,0x01F930
0xFE,0x021E8D
0xFF,0x024374
0xFF,0x0267C1
0x00,0x028B22
0x00,0x02AD00
0x00,0x02CDBF
0x01,0x02ED13
0x01,0x030ABA
0x02,0x0326D2
0x02,0x0340E3
0x02,0x0359C4
0x03,0x03708D
0x03,0x03863E
0x03,0x039A44
0x03,0x03AD49
0x03,0x03BEF7
0x02,0x03CFC8
0x02,0x03E014
0x01,0x03F087
0x00,0x040041
0x00,0x041029
0xFF,0x041FFB
0xFE,0x04300B
0xFD,0x04401B
0xFC,0x0450B0
0xFB,0x046207
0xFA,0x04731E
0xF9,0x0484B2
0xF9,0x04969C
0xF8,0x04A83D
0xF8,0x04BA03
0xF7,0x04CB00
0xF7,0x04DB53
0xF8,0x04EB25
0xF8,0x04F9FF
0xF8,0x050830
0xF9,0x0514E0
0xFA,0x051F7D
0xFB,0x0528D9
0xFC,0x053078
0xFD,0x05359F
0xFE,0x0538C2
0xFF,0x0539BD
0x00,0x05384E
0x01,0x053472
0x01,0x052E3A
0x02,0x052569
0x03,0x051A50
0x03,0x050C6E
0x04,0x04FC48
0x04,0x04EA28
0x04,0x04D5A9
0x04,0x04BFA7
0x04,0x04A80B
0x04,0x048D95
0x04,0x047267
0x04,0x04563D
0x04,0x0438CA
0x04,0x041A69
0x04,0x03FAAD
0x04,0x03DA91
0x04,0x03B9D0
0x04,0x03981E
0x04,0x037592
0x05,0x03535D
0x05,0x032FA9
0x06,0x030B75
0x06,0x02E708
0x06,0x02C13A
0x07,0x029B81
0x07,0x02743B
0x07,0x024C59
0x08,0x02236E
0x08,0x01F9DC
0x08,0x01CF21
0x07,0x01A384
0x07,0x0176CD
0x07,0x0149CE
0x06,0x011BB1
0x05,0x00ED1B
0x05,0x00BDC5
0x04,0x008DC1
0x03,0x005D80
0x02,0x002D1A
0x01,0xFFFCA7
0x01,0xFFCC4F
0x00,0xFF9BD8
0xFF,0xFF6BFC
0xFF,0xFF3C62
0xFE,0xFF0D3F
0xFE,0xFEDE94
0xFD,0xFEAFE3
0xFD,0xFE8189
0xFD,0xFE5417
0xFD,0xFE26C7
0xFD,0xFDF994
0xFD,0xFDCC4D
0xFD,0xFD9E9B
0xFD,0xFD7155
0xFD,0xFD4363
0xFD,0xFD150F
0xFD,0xFCE68C
0xFD,0xFCB76D
0xFD,0xFC8791
0xFD,0xFC57A8
0xFD,0xFC2734
0xFD,0xFBF6A7
0xFD,0xFBC63F
0xFD,0xFB95FE
0xFC,0xFB65AA
0xFC,0xFB368C
0xFC,0xFB0822
0xFB,0xFADB41
0xFB,0xFAAF9B
0xFB,0xFA8653
0xFB,0xFA5EE6
0xFB,0xFA3A1F
0xFB,0xFA17F9
0xFB,0xF9F823
0xFC,0xF9DB30
0xFC,0xF9C129
0xFD,0xF9AA20
0xFE,0xF995CA
0xFF,0xF98414
0x00,0xF97531
0x01,0xF96848
0x02,0xF95DF6
0x04,0xF955E0
0x05,0xF94F51
0x06,0xF94A88
0x07,0xF946A4
0x08,0xF9443E
0x08,0xF942BA
0x08,0xF941BF
0x08,0xF940A0
0x08,0xF940E3
0x08,0xF9410D
0x07,0xF9419F
0x06,0xF94264
0x05,0xF94426
0x03,0xF945E8
0x02,0xF94818
0x00,0xF94B67
0xFF,0xF94F63
0xFE,0xF95406
0xFC,0xF95A40
0xFB,0xF960DD
0xFB,0xF96907
0xFA,0xF972DF
0xFA,0xF97E0A
0xFA,0xF98AB7
0xFA,0xF998A1
0xFA,0xF9A7BA
0xFA,0xF9B844
0xFB,0xF9CA34
0xFC,0xF9DCB7
0xFD,0xF9F065
0xFD,0xFA0481
0xFE,0xFA18F6
0xFF,0xFA2DF3
0xFF,0xFA4306
0x00,0xFA583D
0x00,0xFA6DB1
0x00,0xFA82EA
0x00,0xFA9835
0x00,0xFAADD7
0xFF,0xFAC391
0xFF,0xFAD96D
0xFF,0xFAEFFD
0xFE,0xFB079B
0xFE,0xFB1F81
0xFE,0xFB3951
0xFE,0xFB5452
0xFE,0xFB70B5
0xFF,0xFB8F8C
0xFF,0xFBAFEA
0x00,0xFBD249
0x00,0xFBF6FF
0x01,0xFC1E01
0x01,0xFC46C4
0x02,0xFC721F
0x03,0xFC9F3A
0x03,0xFCCED0
0x03,0xFCFFC7
0x03,0xFD32A4
0x03,0xFD6721
0x03,0xFD9CB7
0x02,0xFDD3A4
0x02,0xFE0B38
0x01,0xFE4401
0x00,0xFE7D4C
0xFF,0xFEB74B
0xFE,0xFEF1F1
0xFC,0xFF2C84
0xFB,0xFF67C2
0xFA,0xFFA3A4
0xFA,0xFFDF1B
0xF9,0x001B1C
0xF8,0x00572E
0xF8,0x009344
0xF8,0x00CF87
0xF8,0x010C2A
0xF8,0x0148AA
0xF8,0x018523
0xF8,0x01C1C2
0xF8,0x01FE77
0xF8,0x023AD2
0xF9,0x02772E
0xF9,0x02B2E2
0xF9,0x02EE54
0xF9,0x0328EB
0xFA,0x0362F1
0xFA,0x039B5B
0xFA,0x03D2A7
0xFA,0x0407D8
0xFA,0x043B5E
0xFA,0x046CAA
0xFB,0x049B2C
0xFB,0x04C741
0xFB,0x04F026
0xFC,0x051585
0xFC,0x0537E4
0xFD,0x055727
0xFD,0x0572B7
0xFE,0x058A70
0xFF,0x059EEF
0x00,0x05B083
0x00,0x05BE83
0x01,0x05CACF
0x01,0x05D416
0x02,0x05DB82
0x02,0x05E154
0x02,0x05E60C
0x02,0x05EA11
0x02,0x05EDAC
0x02,0x05F198
0x02,0x05F59C
0x02,0x05FA1F
0x01,0x05FF72
0x01,0x0605B8
0x00,0x060C67
0x00,0x061475
0xFF,0x061C77
0xFF,0x0624DE
0xFF,0x062DE3
0xFE,0x06365F
0xFE,0x063E67
0xFE,0x06460F
0xFE,0x064C9F
0xFD,0x0651F1
0xFD,0x065637
0xFD,0x0658A8
0xFD,0x065A3F
0xFD,0x06596E
0xFD,0x065746
0xFD,0x0653BF
0xFD,0x064F02
0xFD,0x06499E
0xFD,0x0642FC
0xFC,0x063BA8
0xFC,0x063427
0xFC,0x062CC5
0xFC,0x062437
0xFC,0x061C6F
0xFC,0x061451
0xFC,0x060C6D
0xFC,0x060475
0xFC,0x05FBDA
0xFC,0x05F235
0xFC,0x05E897
0xFC,0x05DD34
0xFC,0x05D071
0xFC,0x05C26B
0xFC,0x05B283
0xFC,0x05A09D
0xFC,0x058D27
0xFC,0x05768B
0xFC,0x055EB1
0xFC,0x054519
0xFC,0x05299B
0xFC,0x050D0D
0xFC,0x04EF81
0xFD,0x04D11A
0xFD,0x04B252
0xFD,0x0493B3
0xFE,0x047580
0xFE,0x04577A
0xFF,0x043A87
0x00,0x041ED7
0x00,0x0403A2
0x01,0x03E9BA
0x01,0x03D0CB
0x02,0x03B89B
0x02,0x03A19C
0x03,0x038A87
0x03,0x03736D
0x03,0x035D15
0x03,0x034672
0x02,0x032FA5
0x02,0x0318AC
0x02,0x030147
0x01,0x02E8F8
0x00,0x02D0BC
0x00,0x02B80D
0xFF,0x029F42
0xFE,0x0286F6
0xFE,0x026DBB
0xFD,0x0255A9
0xFD,0x023D98
0xFC,0x022695
0xFC,0x020F7E
0xFC,0x01F90A
0xFC,0x01E303
0xFC,0x01CDC6
0xFC,0x01B885
0xFD,0x01A366
0xFD,0x018DF2
0xFE,0x01783E
0xFE,0x0161F4
0xFE,0x014A7E
0xFF,0x0131C9
0xFF,0x01183C
0xFF,0x00FCBC
0xFF,0x00E052
0xFF,0x00C2C6
0xFF,0x00A36F
0xFF,0x00834A
0xFF,0x006247
0xFE,0x0040EA
0xFE,0x001F0E
0xFE,0xFFFD50
0xFE,0xFFDB84
0xFE,0xFFBB4E
0xFD,0xFF9BC6
0xFD,0xFF7D6B
0xFE,0xFF6088
0xFE,0xFF4549
0xFE,0xFF2BDA
0xFF,0xFF13DD
0xFF,0xFEFD7F
0x00,0xFEE8CE
0x01,0xFED5C9
0x01,0xFEC3B3
0x02,0xFEB288
0x03,0xFEA260
0x03,0xFE930A
0x04,0xFE83D3
0x04,0xFE753E
0x05,0xFE66F6
0x05,0xFE58DE
0x05,0xFE4ADA
0x05,0xFE3E17
0x05,0xFE30AD
0x05,0xFE24F2
0x05,0xFE191C
0x04,0xFE0EB1
0x04,0xFE052C
0x04,0xFDFC4D
0x03,0xFDF538
0x03,0xFDEF7A
0x03,0xFDEB24
0x03,0xFDE88B
0x03,0xFDE762
0x03,0xFDE7F8
0x03,0xFDE9B6
0x03,0xFDECE9
0x04,0xFDF105
0x04,0xFDF5F4
0x04,0xFDFBEC
0x05,0xFE0213
0x05,0xFE08D1
0x06,0xFE0F28
0x06,0xFE15CE
0x06,0xFE1C25
0x06,0xFE21A8
0x06,0xFE277A
0x06,0xFE2B9A
0x06,0xFE2F18
0x05,0xFE3255
0x05,0xFE3423
0x04,0xFE34F4
0x03,0xFE350A
0x03,0xFE3407
0x02,0xFE322F
0x01,0xFE2F94
0x01,0xFE2BED
0x00,0xFE27D6
0x00,0xFE2279
0x00,0xFE1CA7
0x01,0xFE1675
0x01,0xFE0F94
0x02,0xFE08BB
0x02,0xFE0162
0x03,0xFDFA49
0x04,0xFDF322
0x04,0xFDEC49
0x05,0xFDE5CC
0x05,0xFDDFE6
0x05,0xFDDA91
0x05,0xFDD610
0x04,0xFDD20C
0x04,0xFDCE9F
0x03,0xFDCC75
0x02,0xFDCAC7
0x00,0xFDC964
0xFF,0xFDC8C1
0xFD,0xFDC826
0xFC,0xFDC7D4
0xFA,0xFDC7E0
0xF9,0xFDC7D6
0xF8,0xFDC83D
0xF7,0xFDC83F
0xF7,0xFDC7DA
0xF6,0xFDC764
0xF6,0xFDC6E1
0xF7,0xFDC687
0xF7,0xFDC5FA
0xF8,0xFDC57E
0xF9,0xFDC531
0xFB,0xFDC529
0xFC,0xFDC580
0xFD,0xFDC6B1
0xFF,0xFDC873
0x00,0xFDCB0B
0x01,0xFDCE0E
0x02,0xFDD1D4
0x03,0xFDD61A
0x04,0xFDDAB9
0x04,0xFDDFB2
0x04,0xFDE4AF
0x04,0xFDE99C
0x04,0xFDEE63
0x03,0xFDF2F7
0x03,0xFDF655
0x02,0xFDF8D1
0x02,0xFDFA5B
0x01,0xFDFACB
0x00,0xFDF9BA
0xFF,0xFDF73E
0xFE,0xFDF360
0xFE,0xFDEE51
0xFD,0xFDE7FE
0xFD,0xFDE08F
0xFC,0xFDD828
0xFC,0xFDCEBB
0xFC,0xFDC521
0xFC,0xFDBB82
0xFC,0xFDB145
0xFC,0xFDA747
0xFC,0xFD9DD6
0xFD,0xFD9475
0xFD,0xFD8BF6
0xFE,0xFD83CA
0xFF,0xFD7C76
0x00,0xFD75C0
0x01,0xFD6ECF
0x01,0xFD692F
0x02,0xFD633F
0x03,0xFD5D4D
0x04,0xFD5787
0x04,0xFD5127
0x05,0xFD4A74
0x05,0xFD430D
0x05,0xFD3AE1
0x05,0xFD3274
0x05,0xFD2947
0x05,0xFD1F71
0x05,0xFD1559
0x04,0xFD0AB6
0x04,0xFD00CA
0x04,0xFCF6C6
0x03,0xFCED79
0x03,0xFCE54F
0x03,0xFCDE6E
0x02,0xFCD914
0x02,0xFCD591
0x02,0xFCD3BD
0x02,0xFCD3D1
0x02,0xFCD5C7
0x02,0xFCD9BD
0x02,0xFCDFA7
0x02,0xFCE63E
0x02,0xFCEDCD
0x02,0xFCF666
0x01,0xFCFEEA
0x01,0xFD07B1
0x00,0xFD102A
0x00,0xFD1808
0xFF,0xFD1EF5
0xFF,0xFD255B
0xFE,0xFD2A6E
0xFD,0xFD2F63
0xFD,0xFD3391
0xFC,0xFD375D
0xFB,0xFD3B8D
0xFA,0xFD4058
0xFA,0xFD4630
0xF9,0xFD4DC6
0xF9,0xFD5711
0xF8,0xFD636B
0xF8,0xFD7228
0xF8,0xFD843A
0xF8,0xFD9927
0xF8,0xFDB184
0xF8,0xFDCCA1
0xF8,0xFDEAAD
0xF9,0xFE0B2C
0xF9,0xFE2E1B
0xF9,0xFE5213
0xFA,0xFE7768
0xFB,0xFE9CC4
0xFB,0xFEC2AC
0xFC,0xFEE74B
0xFD,0xFF0B1B
0xFE,0xFF2DBB
0xFE,0xFF4E3E
0xFF,0xFF6D33
0x00,0xFF898A
0x01,0xFFA410
0x02,0xFFBD29
0x03,0xFFD4C9
0x03,0xFFEAF1
0x04,0x000009
0x05,0x001425
0x05,0x0028A5
0x05,0x003CB1
0x05,0x005180
0x05,0x00670A
0x05,0x007D46
0x05,0x0094E4
0x05,0x00ADBD
0x04,0x00C7F9
0x04,0x00E3D7
0x03,0x0100A2
0x02,0x011E82
0x02,0x013D31
0x01,0x015C76
0x01,0x017C08
0x00,0x019B86
0x00,0x01BAE5
0x00,0x01DA00
0xFF,0x01F843
0xFF,0x021592
0xFF,0x023235
0xFF,0x024D38
0xFF,0x026780
0xFF,0x028096
0xFF,0x029839
0xFF,0x02AEB2
0xFF,0x02C41F
0xFF,0x02D88A
0xFF,0x02EC2C
0xFF,0x02FF3D
0xFF,0x0310F5
0xFF,0x0322BC
0x00,0x03347A
0x00,0x034577
0x00,0x0355DE
0x00,0x036680
0x00,0x0376C3
0x00,0x038707
0x01,0x0396BF
0x01,0x03A66B
0x01,0x03B5D6
0x01,0x03C4EB
0x02,0x03D408
0x02,0x03E26F
0x02,0x03F09B
0x03,0x03FEBF
0x03,0x040B96
0x03,0x0418CB
0x03,0x0424BB
0x03,0x043027
0x03,0x043BBA
0x03,0x044695
0x03,0x045154
0x03,0x045BED
0x03,0x046687
0x02,0x04711C
0x02,0x047BFF
0x02,0x0486E2
0x01,0x049160
0x01,0x049CA6
0x01,0x04A7C7
0x01,0x04B395
0x01,0x04BF38
0x01,0x04CAF8
0x01,0x04D737
0x01,0x04E3EB
0x02,0x04F01E
0x02,0x04FBDF
0x03,0x0507C3
0x03,0x05141A
0x04,0x051F3D
0x04,0x052A84
0x05,0x0535CC
0x06,0x054056
0x06,0x054A1C
0x06,0x0553AA
0x07,0x055BD2
0x07,0x0563B4
0x06,0x056AA3
0x06,0x0570E7
0x06,0x0575D6
0x05,0x0579BE
0x04,0x057BB8
0x03,0x057C64
0x02,0x057C1A
0x01,0x05792D
0x00,0x05747E
0xFF,0x056E2E
0xFF,0x056513
0xFE,0x0559F4
0xFD,0x054C5A
0xFD,0x053BAD
0xFD,0x05291B
0xFD,0x05133B
0xFD,0x04FAF4
0xFD,0x04E052
0xFE,0x04C3A3
0xFE,0x04A498
0xFF,0x048417
0xFF,0x0461AF
0x00,0x043DA6
0x00,0x041900
0x01,0x03F3BA
0x01,0x03CDDC
0x01,0x03A78C
0x02,0x038179
0x02,0x035B9D
0x02,0x0336AE
0x02,0x0311D3
0x02,0x02EE30
0x03,0x02CB3D
0x03,0x02A914
0x03,0x0287B1
0x03,0x02673C
0x03,0x02474E
0x04,0x0227F9
0x04,0x020956
0x04,0x01EAC3
0x04,0x01CC97
0x04,0x01AE5F
0x04,0x0190A7
0x04,0x0172B5
0x04,0x015484
0x04,0x0136E1
0x03,0x0118AE
0x03,0x00FA92
0x02,0x00DC2A
0x02,0x00BE78
0x01,0x00A10C
0x01,0x008336
0x01,0x006641
0x00,0x0049C5
0x00,0x002E17
0x00,0x001312
0x00,0xFFF87B
0x01,0xFFDEE3
0x01,0xFFC612
0x02,0xFFAE16
0x02,0xFF96F9
0x03,0xFF8072
0x04,0xFF6AAF
0x04,0xFF54FB
0x05,0xFF4036
0x06,0xFF2B87
0x06,0xFF1725
0x06,0xFF0296
0x06,0xFEEE94
0x06,0xFEDAE4
0x06,0xFEC6EE
0x06,0xFEB332
0x06,0xFE9FA5
0x05,0xFE8C47
0x05,0xFE78A8
0x05,0xFE658C
0x04,0xFE52A9
0x04,0xFE4073
0x04,0xFE2E79
0x04,0xFE1CDF
0x04,0xFE0BEC
0x05,0xFDFB1E
0x05,0xFDEADD
0x05,0xFDDADB
0x06,0xFDCAF7
0x06,0xFDBAED
0x06,0xFDAAED
0x06,0xFD9B0D
0x06,0xFD8A8D
0x06,0xFD7A34
0x06,0xFD692B
0x06,0xFD5844
0x05,0xFD46BA
0x04,0xFD3565
0x04,0xFD23FE
0x03,0xFD1349
0x02,0xFD0307
0x01,0xFCF3B1
0x00,0xFCE547
0x00,0xFCD872
0xFF,0xFCCCD6
0xFF,0xFCC38B
0xFE,0xFCBBC7
0xFE,0xFCB617
0xFE,0xFCB22B
0xFE,0xFCB0A4
0xFF,0xFCB0D4
0xFF,0xFCB2F2
0xFF,0xFCB680
0x00,0xFCBB77
0x00,0xFCC1BF
0x01,0xFCC892
0x01,0xFCD0A6
0x01,0xFCD8C4
0x02,0xFCE104
0x02,0xFCEA07
0x02,0xFCF2BC
0x02,0xFCFBF3
0x02,0xFD0531
0x02,0xFD0E88
0x03,0xFD17CD
0x03,0xFD21B3
0x03,0xFD2B75
0x03,0xFD3600
0x03,0xFD408E
0x03,0xFD4BB1
0x03,0xFD56F5
0x03,0xFD62EF
0x03,0xFD6F33
0x03,0xFD7B37
0x04,0xFD8788
0x04,0xFD940C
0x04,0xFDA083
0x04,0xFDAC44
0x03,0xFDB820
0x03,0xFDC3B6
0x03,0xFDCF0B
0x03,0xFDDA29
0x03,0xFDE526
0x03,0xFDF006
0x03,0xFDFB10
0x03,0xFE0702
0x03,0xFE12D1
0x03,0xFE1FA0
0x03,0xFE2CE4
0x03,0xFE3B4E
0x03,0xFE49F9
0x03,0xFE593E
0x03,0xFE6A3B
0x04,0xFE7AB8
0x04,0xFE8BB3
0x04,0xFE9D71
0x04,0xFEAE82
0x04,0xFEBF63
0x04,0xFECF73
0x04,0xFEDEDE
0x04,0xFEED27
0x04,0xFEFA26
0x04,0xFF05ED
0x03,0xFF1050
0x03,0xFF1987
0x02,0xFF211D
0x02,0xFF283E
0x01,0xFF2E14
0x01,0xFF3399
0x01,0xFF3876
0x00,0xFF3D79
0x00,0xFF429A
0x00,0xFF47BC
0xFF,0xFF4DC2
0xFF,0xFF53C8
0xFF,0xFF5A82
0xFF,0xFF6230
0xFE,0xFF696B
0xFE,0xFF712F
0xFE,0xFF79B6
0xFD,0xFF815D
0xFD,0xFF8951
0xFC,0xFF90B9
0xFB,0xFF972B
0xFB,0xFF9CD7
0xFA,0xFFA1AC
0xF9,0xFFA5B2
0xF8,0xFFA8A5
0xF8,0xFFAA6D
0xF7,0xFFABCE
0xF7,0xFFACA7
0xF6,0xFFACC3
0xF6,0xFFAD76
0xF6,0xFFAE42
0xF7,0xFFAF41
0xF7,0xFFB15A
0xF7,0xFFB444
0xF8,0xFFB820
0xF9,0xFFBD31
0xFA,0xFFC3DE
0xFB,0xFFCB5A
0xFC,0xFFD473
0xFD,0xFFDE41
0xFE,0xFFE960
0xFE,0xFFF4EB
0xFF,0x0000FF
0xFF,0x000D48
0x00,0x001976
0x00,0x00257A
0x00,0x0030DA
0x00,0x003B78
0xFF,0x0045E9
0xFF,0x004E6B
0xFF,0x00568F
0xFE,0x005D86
0xFE,0x00635A
0xFD,0x006815
0xFD,0x006BF3
0xFC,0x006F30
0xFC,0x00715C
0xFC,0x007380
0xFC,0x00742F
0xFC,0x007546
0xFC,0x00755E
0xFD,0x0075A9
0xFD,0x00759B
0xFD,0x0074FA
0xFE,0x007429
0xFE,0x00735A
0xFF,0x0071E3
0xFF,0x007031
0x00,0x006E71
0x00,0x006B9F
0x01,0x00694E
0x01,0x0065E3
0x01,0x00623D
0x02,0x005E7B
0x02,0x005A13
0x03,0x0055B7
0x03,0x005130
0x03,0x004BF1
0x03,0x0046E0
0x04,0x00414A
0x04,0x003C11
0x04,0x0036AB
0x04,0x00311E
0x04,0x002BB6
0x04,0x00263F
0x04,0x0020B5
0x04,0x001BAA
0x03,0x001621
0x03,0x00114A
0x02,0x000C2B
0x02,0x00078C
0x01,0x000318
0x01,0xFFFEF7
0x00,0xFFFB80
0xFF,0xFFF8BF
0xFF,0xFFF6A7
0xFF,0xFFF532
0xFE,0xFFF556
0xFE,0xFFF5A6
0xFE,0xFFF786
0xFF,0xFFFA99
0xFF,0xFFFEE3
0x00,0x000467
0x01,0x000A9D
0x01,0x001293
0x02,0x001BCA
0x03,0x0025B8
0x04,0x003100
0x05,0x003D1C
0x05,0x004A2B
0x06,0x0058BC
0x06,0x0067E7
0x06,0x00780B
0x06,0x0088FA
0x06,0x009B2C
0x05,0x00ADD7
0x04,0x00C211
0x04,0x00D79F
0x03,0x00EE0F
0x02,0x0105E7
0x01,0x011EE3
0x00,0x0138B4
0xFF,0x0153E2
0xFE,0x016FD0
0xFE,0x018CD5
0xFD,0x01A9E2
0xFD,0x01C752
0xFD,0x01E4F9
0xFD,0x0201DC
0xFD,0x021EA5
0xFD,0x023A3B
0xFD,0x025473
0xFE,0x026CE6
0xFE,0x0283D7
0xFF,0x029926
0xFF,0x02AC84
0x00,0x02BD91
0x00,0x02CC98
0x00,0x02DA48
0x01,0x02E5AB
0x01,0x02F016
0x01,0x02F937
0x02,0x0301BB
0x02,0x03094F
0x02,0x031066
0x02,0x031759
0x02,0x031E12
0x02,0x032521
0x02,0x032CA0
0x02,0x033363
0x02,0x033B4D
0x02,0x0342BD
0x02,0x034A8C
0x02,0x03518F
0x02,0x035840
0x02,0x035E30
0x02,0x03637F
0x02,0x036793
0x02,0x036A8A
0x02,0x036BB4
0x01,0x036BBE
0x01,0x036A50
0x01,0x036779
0x01,0x0362DD
0x02,0x035D4B
0x02,0x035680
0x02,0x034E18
0x02,0x0344ED
0x02,0x033B19
0x03,0x033074
0x03,0x0324A6
0x03,0x0318B8
0x03,0x030C12
0x03,0x02FF21
0x03,0x02F16B
0x03,0x02E35D
0x02,0x02D4CA
0x02,0x02C5BB
0x02,0x02B698
0x01,0x02A68C
0x01,0x0295F5
0x00,0x028585
0xFF,0x0274AE
0xFF,0x0263B7
0xFE,0x0252AC
0xFE,0x0241D5
0xFE,0x023162
0xFD,0x022190
0xFD,0x021178
0xFD,0x020289
0xFE,0x01F3AA
0xFE,0x01E5E2
0xFE,0x01D792
0xFE,0x01C9D2
0xFF,0x01BC04
0xFF,0x01AE6D
0x00,0x019FF0
0x00,0x01914D
0x00,0x01814D
0x00,0x01703C
0x00,0x015E38
0x00,0x014A1A
0x00,0x013531
0x00,0x011E2E
0x00,0x01057F
0x00,0x00EBD3
0x00,0x00D076
0x00,0x00B43D
0x00,0x009732
0x00,0x0079EB
0x00,0x005CF4
0x00,0x003FD7
0x00,0x0023BA
0x00,0x000835
0x00,0xFFEDCC
0x00,0xFFD4D1
0x00,0xFFBD31
0x00,0xFFA72F
0x00,0xFF9275
0x00,0xFF7ECB
0x00,0xFF6C4A
0x00,0xFF5A9E
0x00,0xFF4985
0xFF,0xFF38B2
0xFF,0xFF27F0
0xFE,0xFF16F1
0xFE,0xFF057B
0xFD,0xFEF315
0xFC,0xFEE02A
0xFC,0xFECBED
0xFB,0xFEB712
0xFB,0xFEA0C0
0xFA,0xFE8A03
0xFA,0xFE725B
0xFA,0xFE59E5
0xFA,0xFE411E
0xFA,0xFE282B
0xFA,0xFE0EFA
0xFA,0xFDF5F6
0xFA,0xFDDD38
0xFB,0xFDC4FD
0xFB,0xFDAD2B
0xFC,0xFD963E
0xFC,0xFD8012
0xFD,0xFD6A66
0xFD,0xFD55D4
0xFE,0xFD4228
0xFE,0xFD2F51
0xFF,0xFD1D67
0xFF,0xFD0C82
0xFF,0xFCFC3E
0x00,0xFCECBE
0x00,0xFCDDD3
0x00,0xFCCFC5
0x00,0xFCC308
0x00,0xFCB61D
0x01,0xFCAA82
0x01,0xFC9FAF
0x01,0xFC9528
0x01,0xFC8B0E
0x01,0xFC8237
0x01,0xFC79CD
0x01,0xFC71F7
0x02,0xFC6AD0
0x02,0xFC6465
0x02,0xFC5EA1
0x02,0xFC5990
0x02,0xFC55C3
0x02,0xFC5306
0x02,0xFC5130
0x02,0xFC50B8
